State,District,Block/Tehsil,Village,No. of Surface lift Schemes according to the annual cost of maintenance - Upto Rs. 1000,No. of Surface lift Schemes according to the annual cost of maintenance - Rs.1000 to 10000 ,No. of Surface lift Schemes according to the annual cost of maintenance - Rs.10000 to 50000,No. of Surface lift Schemes according to the annual cost of maintenance - Rs.50000 to 100000,No. of Surface lift Schemes according to the annual cost of maintenance - More than Rs. 100000
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,GANGAPRASOD,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,GOKULNAGAR,1,0,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,GOPAL NAGAR,0,0,1,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,GOPINATH PUR,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,GURLI,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,HAREKRISHNA PUR,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,HARIRAMPUR,0,2,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,HOSSENPUR,0,0,0,2,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,JADUPUR,0,0,0,2,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,JALAL PUR,3,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,JANERDAIPUR,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,KALARA,1,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,KALMIJORE,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,KANTADARJA,1,0,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,KIRTIBUSPUR,1,0,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,KISHMATH NARAJOLE,0,0,0,0,1
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,KISMATH KOLORA,0,0,0,2,2
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,KISORNAGAR,0,0,0,0,1
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,MAHESPUR,1,0,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,NABINBASUDEVPUR,0,1,1,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,PAIKAN,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,PAIKAN DURJODHAN,1,0,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,PAKURDANA,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,PANCH BERIA,2,0,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,PATLA,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,POSHTANKA,3,0,0,0,1
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,RABI DAS PUR,0,0,1,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,RADHANAGAR,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,RAGHUNATHPUR,0,0,0,2,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,RAIKUNADU,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,RAMDASPUR,1,0,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,RAMDAVE POUR,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,RANAPUR,0,1,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,SAHA PUR,4,0,1,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,SALAMPUR,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,SAMAT,1,0,0,1,1
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,SIMULTALA,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,SINGAGHAI,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,SITAKUNDU,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,SRIDHARPUR,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,SRIRAMPUR,3,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,TEORBERIA,2,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,U.GOBINDA NAGAR,2,0,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - I,UTTAR DHYAUKHAL,1,0,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,ADAMPUR,0,2,0,0,1
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,ALIPUR,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,ARIT,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,BENAI,0,10,0,2,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,BHAGABAN CHAK,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,BHAGABATIPUR,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,BHUNIARA,0,0,0,2,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,BHUTA,0,1,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,BISHNUPUR,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,CHAIPAT,0,0,0,2,1
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,CHAK SULTAN,0,0,0,2,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,CHAKDOGACHHIA,0,0,0,2,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,CHAKKISHORE,0,0,0,2,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,CHAKLLADARIA,0,0,0,2,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,DAKSHINBAR,0,2,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,DASI-AJODHYA,0,2,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,DONGABHANGA,1,10,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,DUBRAJPUR,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,DUDKAMRA,0,0,0,4,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,FARIDPUR,0,0,0,5,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,GAMAKPATA,0,2,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,GAURICHAK,0,1,4,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,GHANASHYAMBATI,0,1,1,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,GOCHHATI,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,GOPALPORE,0,2,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,HAZRABERAH,1,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,ISABPORE,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,JOTBHAGAWAN,0,0,0,2,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,JOTE GHANASHYAM,0,12,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,JOTE KESHAB,0,17,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,JOTEKANURAMGARH,0,3,0,3,1
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,JOTEMANIRAM,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,JOTGOBARDHAN,0,13,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,JOYRAMCHAK,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,JOYRAMPUR,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,JUAKHALI,0,0,0,2,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,KAIGERIA,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,KAIJURI,0,1,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,KALAGECHIA,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,KALAGODA,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,KAMALPUR,0,3,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,KASHIARA,0,0,0,2,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,KASHINATHPUR,0,3,2,2,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,KHANJAPORE,0,14,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,KHUDICHAK,0,2,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,KHUKURDAHA,0,2,3,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,KISMAT SOYLA,0,4,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,KULTIKARI,0,1,0,2,1
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,LAXMANCHAK,0,0,1,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,LAXMI KUNDU,0,2,0,2,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,MAGURIA,0,0,0,3,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,MANIKAL DWIPA,0,0,0,4,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,MOHAKAL POTA,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,MOHISGHATA,0,3,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,NABIN MANNA,0,3,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,NAIHATI,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,NARAYANCHAK,0,3,1,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,NISCHINTAPUR,0,5,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,NONA NARAYABCHAK,0,2,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,PALASPAI,0,2,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,PANCHGECHIA-2,0,0,0,2,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,PANCHGECHIA -1,0,7,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,RAMNAGAR,0,1,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,RAMPUR,0,2,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,RANA,0,0,0,2,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,RANICHAK,0,0,0,5,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,SATPOTA,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,SHYAMCHAK,0,1,0,0,1
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,SIGHACHAK,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,SITAPUR,0,4,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,SONAKHALI,0,0,0,4,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,SONAMUI,0,0,2,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,SOYLA,0,0,0,2,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,SRIBERA,0,1,0,4,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,SRIRAMNAGAR,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,UDAYCHAK,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DASPUR - II,UTTARBARH,0,2,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,ABDALIPUR,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,AJDDHYAPUR,1,0,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,AJMATPUR,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,AJUKATUJARAPAL,0,0,0,3,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,AJURIA,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,AMDANAGAR,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,AMOD PUR,0,7,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,ARJUNI ( EAST ),0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,ASANPUR-I,0,0,0,0,1
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,ASHARI,0,2,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,AYMAKALDAR,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,BAGUYAN,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,BAIKUNTHA PUR,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,BAKALSARAM NARAYAN,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,BANIA,0,2,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,BANKAKUL,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,BARKHOLA,0,2,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,BELAR,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,BELGERIA,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,BHAGABAND,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,BHAWBANIPORE,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,BHUPATIPUR,3,0,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,BIRSINGHAPUR,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,BRINDABAN CHAK,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,BRINDABAN PUR-I,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,BURIGERIA,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,CHAK KHANJADI,0,2,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,CHAKLAHANA,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,CHAKMALTA,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,CHAKSHYAMPUR,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,CHANDIPUR,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,DANDASAWR,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,DARIKA PUR,0,5,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,DAYAL PUR,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,DHUBNI,1,0,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,DIGBARASATI,0,4,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,DINGAL,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,DINYA PUR,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,DOGERIA,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,DURGAPUR,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,GOBINDAPUR,0,4,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,GOPINATHPUR,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,HANUMANDIHI,0,2,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,HARIDRAPAT,0,3,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,JESUA,1,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,JHIKURIA,0,3,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,JOTHARO,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,JOTNARAYAN,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,JOYKRISHNAPUR,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,KABILPUR,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,KALAYAN PUR,0,3,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,KANCHANPUR,1,0,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,KARANDA,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,KASHIDANGA,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,KHANAMOHAN,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,KISHORE PUR,0,3,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,KNTHAGERYA,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,KUCHLI,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,KULDIHA - II,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,KULYA,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,MADHAB PUR,0,2,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,MADICHAK,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,MALIGHATI,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,MALIHATI,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,MANKHANDA,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,MUKUNDAPUR,0,2,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,NANKARKOTAI,0,2,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,PACHIMDARKHOLA,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,PAIKPARA,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,PAIKPARI,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,PANCHGERIA,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,PANCHGERIA-I,1,0,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,PASHIM LAHANA,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,PASHIMDHARASOLE,0,1,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,PURUSATTAM PUR,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,RAHIM PUR,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,RAMCHANDRA PUR,0,0,0,2,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,RUSTMPUR,0,2,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,SALDAHARI,0,1,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,SANGOSANI PUR,0,1,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,SATYAPORE,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,SHARPUR,0,2,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,SHIBHALLAB PUR,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,SHYAMNAGAR,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,SINGHARGAR,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,TABAGHRIA,0,2,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,TALBANDI,0,0,0,2,0
WEST BENGAL,PASHCHIM MIDNAPORE,DEBRA,TINUA,0,0,0,2,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,AMLOGARA,0,2,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,BAGDOBA,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,BALADGHATA,0,3,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,BANA CHAPRA,0,1,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,BANKATI-I,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,BANKATI RAMPUR,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,BARAMURA,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,BARANDA,0,1,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,BARANOHARI,0,3,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,BENACHAPRA,0,0,0,0,1
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,BHALUKMURA,0,2,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,BHEDUA SAHEBDANGA,0,2,0,2,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,BHIM PORE,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,BISIMJURI,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,BORA RANGATIA,0,0,1,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,BRAHMANGRAM,1,0,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,BRAJARAKHA BANKATI,1,0,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,CHANCHURIA,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,CHANDA BILA,0,4,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,CHHOTA TELBETA,0,2,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,CHHOTO ANGARIA,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,CHHOTO RANGATIA,1,2,1,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,CHOTOPANCHARAL,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,DAPAGURI,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,DARJEE,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,DARJEE-I,0,2,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,DHABANI-I,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,DHADIKA,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,DHANSOL,0,1,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,DHANYACHARA,0,3,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,DHENGARJUN,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,DOMOHANI,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,DUBRAJ PUR,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,DUBRAJPUR,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,DURGARBANKATI,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,EKARIA,0,0,0,2,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,GALAHAT,0,0,0,1,1
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,GANAK BANDI,1,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,GANGRA,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,GARANGA,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,GARBERIA,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,GARHBETA,1,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,GHORAPOTA,0,3,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,GHUTBONI,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,GILABONI,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,GOPAL PUR-I,2,3,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,GOPAL SOLE,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,HABLA,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,HARINASULI,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,HATKUMARGAJA,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,HEMNAGAR,0,2,1,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,ITACHAND,0,2,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,JADAB NAGAR,1,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,JHALJHALI,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,JHARBONI,0,1,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,KAMARAN,0,2,0,0,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,KANKRASOLE,0,0,0,1,0
WEST BENGAL,PASHCHIM MIDNAPORE,GARHBETA - I,KANTAGARH,0,0,0,1,0
